objectid,st_case,year,state,county,fatals,a_crainj,a_region,a_ru,a_inter,a_relrd,a_intsec,a_roadfc,a_junc,a_mancol,a_tod,a_dow,a_ct,a_weather,a_lt,a_mc,a_spcra,a_ped,a_ped_f,a_pedal,a_pedal_f,a_roll,a_polpur,a_posbac,a_d15_19,a_d16_19,a_d15_20,a_d16_20,a_d65_pls,a_d21_24,a_d16_24,a_rd,a_hr,a_dist,a_drowsy,bia,spj_indian,indian_res
20879,330074,2020,33,13,1,1,1,1,2,1,2,5,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20880,330075,2020,33,11,1,1,1,2,2,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20881,330076,2020,33,5,1,1,1,1,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20882,330077,2020,33,11,1,1,1,2,2,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
20883,330078,2020,33,3,1,1,1,1,2,4,2,5,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,0,0,0
20884,330079,2020,33,11,1,1,1,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,0,0,0
20885,330080,2020,33,15,1,1,1,2,2,1,2,3,3,4,1,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20886,330081,2020,33,13,1,1,1,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20887,330083,2020,33,11,1,1,1,2,2,3,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20888,330084,2020,33,3,2,1,1,1,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20889,330086,2020,33,3,1,1,1,1,2,1,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
20890,330087,2020,33,15,1,1,1,2,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20891,330088,2020,33,15,1,1,1,2,2,4,2,5,2,1,2,1,1,6,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
20892,330089,2020,33,11,1,1,1,2,2,1,1,6,1,1,1,1,1,13,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20893,330090,2020,33,1,1,1,1,1,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20894,330091,2020,33,15,1,1,1,1,2,1,1,5,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20895,330092,2020,33,13,1,1,1,1,2,1,2,3,2,2,2,1,3,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20896,330093,2020,33,15,1,1,1,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20897,330094,2020,33,15,1,1,1,2,2,4,2,6,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20898,330095,2020,33,11,1,1,1,1,2,1,2,6,3,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20899,330096,2020,33,19,1,1,1,2,2,1,2,4,2,3,1,1,2,13,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
20900,330097,2020,33,1,1,1,1,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20901,330098,2020,33,17,1,1,1,2,2,1,1,4,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20902,330099,2020,33,5,1,1,1,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20903,330100,2020,33,1,1,1,1,2,2,1,1,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20904,330101,2020,33,1,2,1,1,1,2,2,2,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20905,340001,2020,34,39,1,1,2,2,2,1,1,5,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20906,340002,2020,34,1,1,1,2,2,2,4,2,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
20907,340003,2020,34,27,1,1,2,2,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20908,340004,2020,34,25,2,1,2,2,2,3,2,2,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20909,340005,2020,34,17,1,1,2,2,1,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20910,340006,2020,34,11,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20911,340007,2020,34,37,1,1,2,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
20912,340008,2020,34,7,1,1,2,2,2,1,2,3,2,4,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
20913,340009,2020,34,5,1,1,2,1,2,4,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20914,340010,2020,34,31,1,1,2,2,1,1,2,1,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,0,0,0
20915,340011,2020,34,3,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20916,340012,2020,34,39,1,1,2,2,2,1,2,2,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
20917,340013,2020,34,29,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20918,340014,2020,34,15,1,1,2,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20919,340015,2020,34,25,1,1,2,2,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20920,340016,2020,34,29,1,1,2,2,2,4,2,4,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
20921,340017,2020,34,39,1,1,2,2,2,1,1,6,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20922,340018,2020,34,7,1,1,2,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
20923,340019,2020,34,35,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20924,340020,2020,34,33,1,1,2,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20925,340021,2020,34,29,1,1,2,2,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20926,340022,2020,34,13,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
20927,340023,2020,34,31,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20928,340024,2020,34,39,2,1,2,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
20929,340025,2020,34,3,1,1,2,2,2,3,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20930,340026,2020,34,33,1,1,2,2,2,1,1,4,1,2,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0
20931,340027,2020,34,13,1,1,2,2,2,1,1,5,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20932,340028,2020,34,3,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20933,340029,2020,34,39,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20934,340030,2020,34,25,1,1,2,2,2,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20935,340031,2020,34,41,1,1,2,2,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20936,340032,2020,34,13,1,1,2,2,2,1,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
20937,340033,2020,34,3,1,1,2,2,2,1,1,4,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20938,340034,2020,34,15,1,1,2,2,2,1,2,3,2,5,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20939,340035,2020,34,11,1,1,2,2,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0
20940,340036,2020,34,3,1,1,2,2,2,1,1,3,1,4,1,1,3,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
20941,340037,2020,34,27,1,1,2,2,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20942,340038,2020,34,15,1,1,2,2,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20943,340039,2020,34,31,1,1,2,2,2,1,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20944,340040,2020,34,33,1,1,2,2,2,4,2,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20945,340042,2020,34,7,1,1,2,2,2,4,2,2,3,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20946,340043,2020,34,7,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20947,340044,2020,34,39,1,1,2,2,2,1,2,2,2,3,1,2,2,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20948,340045,2020,34,15,1,1,2,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20949,340046,2020,34,35,1,1,2,2,2,1,1,3,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20950,340048,2020,34,7,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
20951,340049,2020,34,7,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20952,340050,2020,34,31,1,1,2,2,2,4,1,5,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
20953,340051,2020,34,13,1,1,2,2,1,3,2,1,3,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20954,340052,2020,34,15,1,1,2,2,2,1,2,4,2,3,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20955,340053,2020,34,31,1,1,2,2,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20956,340054,2020,34,29,1,1,2,2,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20957,340055,2020,34,17,1,1,2,2,2,1,2,3,3,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20958,340056,2020,34,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20959,340057,2020,34,31,1,1,2,2,2,1,1,4,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
20960,340058,2020,34,29,1,1,2,2,2,1,2,2,2,5,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20961,340059,2020,34,31,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20962,340060,2020,34,17,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
20963,340061,2020,34,3,1,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
20964,340062,2020,34,15,1,1,2,2,2,1,2,2,3,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20965,340063,2020,34,13,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20966,340064,2020,34,1,1,1,2,2,2,1,1,4,1,3,1,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20967,340065,2020,34,3,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20968,340066,2020,34,25,1,1,2,2,2,3,2,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
20969,340067,2020,34,15,1,1,2,2,2,1,2,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20970,340068,2020,34,29,1,1,2,2,2,1,1,5,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20971,340069,2020,34,25,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20972,340070,2020,34,29,1,1,2,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20973,340071,2020,34,15,1,1,2,1,2,4,1,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20974,340072,2020,34,15,1,1,2,2,2,4,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20975,340073,2020,34,7,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20976,340074,2020,34,15,1,1,2,2,2,1,1,4,1,2,1,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20977,340076,2020,34,7,1,1,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,1,0,0,0
20978,340077,2020,34,17,1,1,2,2,2,4,2,2,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20979,340078,2020,34,17,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20980,340079,2020,34,23,1,1,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
20981,340080,2020,34,1,1,1,2,1,2,1,2,2,2,5,1,1,2,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
20982,340081,2020,34,29,1,1,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
20983,340082,2020,34,11,1,1,2,2,2,1,1,5,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
20984,340083,2020,34,3,1,1,2,2,2,1,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20985,340084,2020,34,7,1,1,2,2,2,4,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
20986,340085,2020,34,5,1,1,2,2,1,4,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
20987,340086,2020,34,23,2,1,2,2,2,1,2,5,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20988,340087,2020,34,23,1,1,2,2,2,1,1,3,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20989,340088,2020,34,15,1,1,2,2,2,1,2,3,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
20990,340089,2020,34,23,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20991,340090,2020,34,23,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20992,340091,2020,34,23,3,1,2,2,2,1,1,3,1,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20993,340092,2020,34,3,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20994,340093,2020,34,27,1,1,2,2,2,4,2,5,2,1,1,2,1,13,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
20995,340094,2020,34,5,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
20996,340095,2020,34,13,1,1,2,2,2,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
20997,340096,2020,34,25,1,1,2,2,2,1,1,3,1,1,2,1,2,15,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
20998,340098,2020,34,3,1,1,2,2,2,4,1,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,0,0,0
20999,340099,2020,34,31,1,1,2,2,1,3,2,1,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
21000,340100,2020,34,13,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
21001,340101,2020,34,1,1,1,2,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
21002,340102,2020,34,29,1,1,2,3,2,4,2,6,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
21003,340103,2020,34,5,1,1,2,2,1,1,2,1,2,5,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21004,340104,2020,34,23,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
21005,340105,2020,34,23,1,1,2,2,2,1,2,3,2,1,1,1,1,13,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
21006,340106,2020,34,31,1,1,2,2,2,1,1,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
21007,340107,2020,34,21,1,1,2,2,2,1,2,4,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,0,0,0
21008,340108,2020,34,23,1,1,2,2,2,1,2,3,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
21009,340109,2020,34,23,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,1,2,0,0,0
21010,340110,2020,34,17,1,1,2,2,2,1,2,4,2,3,2,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
21011,340111,2020,34,23,1,1,2,2,2,1,1,4,1,3,1,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
21012,340112,2020,34,11,1,1,2,1,2,1,2,5,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21013,340113,2020,34,39,1,1,2,2,2,4,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
21014,340114,2020,34,23,1,1,2,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21015,340115,2020,34,5,1,1,2,3,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
21016,340117,2020,34,15,1,1,2,2,2,1,2,4,2,1,2,2,1,6,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21017,340118,2020,34,21,1,1,2,2,2,1,1,4,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,1,1,2,0,0,0
21018,340119,2020,34,1,1,1,2,2,2,3,2,4,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
21019,340120,2020,34,1,1,1,2,2,2,1,2,5,2,2,1,1,3,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0
21020,340121,2020,34,1,1,1,2,2,2,1,1,3,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21021,340122,2020,34,23,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21022,340123,2020,34,3,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
21023,340124,2020,34,39,1,1,2,2,2,1,1,5,1,4,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,0,0,0
21024,340125,2020,34,27,1,1,2,2,2,1,2,4,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21025,340126,2020,34,3,1,1,2,2,2,1,1,4,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
21026,340127,2020,34,9,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
21027,340128,2020,34,31,1,1,2,2,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
21028,340129,2020,34,35,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21029,340130,2020,34,7,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
21030,340131,2020,34,23,2,1,2,2,1,1,2,1,2,2,1,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
21031,340132,2020,34,3,1,1,2,2,2,1,2,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
21032,340133,2020,34,25,1,1,2,2,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
